#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-02T16:20:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5687f89e0b00	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJS/200/12/table6
#-nav=cat:J/ApJS/200/12&tab:{J/ApJS/200/12/table6}&key:source=J/ApJS/200/12/table6&HTTPPRM:&&-ref=VIZ5687f89e0b00&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=SN&-out=Filt&-out=MJD&-out=N&-out=sigPip&-out=sigPhot&-out=mag&-out=e_mag&-out=Per&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/200/12/table6
#-source=J/ApJS/200/12/table6
#-order=I
#-out=SN
#-out=Filt
#-out=MJD
#-out=N
#-out=sigPip
#-out=sigPhot
#-out=mag
#-out=e_mag
#-out=Per
#

#RESOURCE=yCat_22000012
#Name: J/ApJS/200/12
#Title: CfA4: light curves for 94 type Ia SNe (Hicken+, 2012)
#Table	J_ApJS_200_12_table6:
#Name: J/ApJS/200/12/table6
#Title: Standard system SN photometry
#Column	SN	(a14)	Supernova identifier	[ucd=meta.id;meta.main]
#Column	Filt	(A2)	Filter used in the observation (BUVi'r'u')	[ucd=instr.setup;obs]
#Column	MJD	(F11.5)	Modified Julian Date of observation	[ucd=time.epoch]
#Column	N	(I2)	Number of successful subtractions (1)	[ucd=meta.number]
#Column	sigPip	(F7.4)	Median pipeline-generated uncertainty (2)	[ucd=stat.error;phot.mag]
#Column	sigPhot	(F7.4)	Standard deviation of surviving photometry for that date	[ucd=stat.stdev;phot.mag]
#Column	mag	(F7.4)	Observed magnitude in Filter	[ucd=phot.mag]
#Column	e_mag	(F7.4)	Total uncertainty in mag (3)	[ucd=stat.error;phot.mag]
#Column	Per	(A3)	[one/two] Period the photometry belongs to (only for table 5) (4)	[ucd=meta.code]
SN|Filt|MJD|N|sigPip|sigPhot|mag|e_mag|Per
2007kk        |i'|54425.36149|20| 0.0605| 0.0594|19.0405| 0.0848|
2007kk        |i'|54431.37375|20| 0.1240| 0.0550|19.2844| 0.1357|
2007kk        |i'|54433.28960|10| 0.0750| 0.0501|19.3281| 0.0902|
2007kk        |i'|54437.37673| 4| 0.1075| 0.0855|19.3698| 0.1374|
2007kk        |i'|54438.43954|10| 0.0765| 0.0497|19.4674| 0.0912|
2007kk        |i'|54440.32730|10| 0.0970| 0.0642|19.6633| 0.1163|
2007kk        |i'|54452.22314|10| 0.1265| 0.0609|19.9610| 0.1404|
2007kk        |i'|54454.22125|10| 0.1420| 0.1031|20.0597| 0.1755|
2007kk        |i'|54461.33847|10| 0.2140| 0.1314|20.2192| 0.2511|
2007kk        |i'|54462.25179|10| 0.1685| 0.0972|20.3425| 0.1945|
2007le        |B |54391.16998| 8| 0.0145| 0.0093|14.4805| 0.0172|
2007le        |B |54392.14383| 5| 0.0140| 0.0105|14.3421| 0.0175|
2007le        |B |54393.11968| 8| 0.0150| 0.0081|14.2181| 0.0171|
2007le        |B |54401.31741| 8| 0.0150| 0.0026|14.0605| 0.0152|
2007le        |B |54402.19598| 8| 0.0140| 0.0033|14.0746| 0.0144|
2007le        |B |54404.17185| 5| 0.0150| 0.0030|14.1537| 0.0153|
2007le        |B |54406.16222| 4| 0.0140| 0.0019|14.2771| 0.0141|
2007le        |B |54407.23961| 6| 0.0145| 0.0066|14.3672| 0.0159|
2007le        |B |54408.13079| 6| 0.0160| 0.0069|14.4340| 0.0174|
2007le        |B |54409.27571| 8| 0.0145| 0.0045|14.5505| 0.0152|
2007le        |B |54411.13330| 7| 0.0150| 0.0054|14.7228| 0.0159|
2007le        |B |54412.16575|13| 0.0150| 0.0070|14.8343| 0.0165|
2007le        |B |54414.10176| 7| 0.0140| 0.0084|15.0428| 0.0163|
2007le        |B |54415.12891| 2| 0.0135| 0.0071|15.1569| 0.0152|
2007le        |B |54419.10149| 7| 0.0150| 0.0048|15.5954| 0.0158|
2007le        |B |54430.06851| 1| 0.0260| 0.0176|16.6942| 0.0314|
2007le        |B |54433.13748| 8| 0.0160| 0.0388|16.7036| 0.0420|
2007le        |B |54439.07890| 8| 0.0170| 0.0121|16.9378| 0.0209|
2007le        |B |54455.13418| 3| 0.0220| 0.0488|17.1661| 0.0535|
2007le        |V |54391.16697| 8| 0.0140| 0.0034|14.2373| 0.0144|
2007le        |V |54392.14083| 6| 0.0140| 0.0072|14.1086| 0.0157|
2007le        |V |54393.11667| 3| 0.0140| 0.0015|13.9846| 0.0141|
2007le        |V |54401.31439| 2| 0.0145| 0.0021|13.6602| 0.0147|
2007le        |V |54402.19296| 6| 0.0150| 0.0046|13.6706| 0.0157|
2007le        |V |54404.16885| 6| 0.0150| 0.0056|13.6953| 0.0160|
2007le        |V |54406.15921| 6| 0.0150| 0.0030|13.7677| 0.0153|
2007le        |V |54407.23659| 5| 0.0150| 0.0023|13.8141| 0.0152|
2007le        |V |54408.12777| 6| 0.0150| 0.0036|13.8648| 0.0154|
2007le        |V |54409.27270| 4| 0.0155| 0.0029|13.9388| 0.0158|
2007le        |V |54411.13028| 6| 0.0150| 0.0055|14.0504| 0.0160|
2007le        |V |54412.16680| 5| 0.0150| 0.0122|14.1532| 0.0193|
2007le        |V |54414.09874| 9| 0.0150| 0.0044|14.2455| 0.0156|
2007le        |V |54415.12591| 8| 0.0150| 0.0071|14.2934| 0.0166|
2007le        |V |54419.09848| 8| 0.0150| 0.0036|14.4678| 0.0154|
2007le        |V |54427.11132| 6| 0.0150| 0.0021|14.8118| 0.0152|
2007le        |V |54430.06551| 6| 0.0150| 0.0055|15.0016| 0.0160|
2007le        |V |54433.13444| 5| 0.0140| 0.0038|15.2348| 0.0145|
2007le        |V |54439.07589| 8| 0.0150| 0.0057|15.5390| 0.0161|
2007le        |V |54454.12978| 9| 0.0180| 0.0204|16.0166| 0.0272|
2007le        |V |54455.13116| 8| 0.0160| 0.0114|16.0659| 0.0196|
2007le        |V |54456.09383| 9| 0.0180| 0.0198|16.0763| 0.0268|
2007le        |V |54457.16917| 9| 0.0190| 0.0237|16.1188| 0.0304|
2007le        |V |54462.16450| 6| 0.0175| 0.0184|16.2529| 0.0254|
2007le        |V |54476.07343| 9| 0.0190| 0.0259|16.6228| 0.0321|
2007le        |V |54483.10145| 9| 0.0190| 0.0163|16.7661| 0.0251|
2007le        |r'|54391.16464| 7| 0.0150| 0.0042|14.1110| 0.0156|
2007le        |r'|54392.13852| 7| 0.0140| 0.0015|13.9972| 0.0141|
2007le        |r'|54393.11435| 5| 0.0150| 0.0043|13.8900| 0.0156|
2007le        |r'|54401.31206| 3| 0.0140| 0.0025|13.6139| 0.0142|
2007le        |r'|54402.19065| 4| 0.0140| 0.0031|13.6238| 0.0143|
2007le        |r'|54404.16653| 7| 0.0160| 0.0051|13.6738| 0.0168|
2007le        |r'|54406.15692| 3| 0.0150| 0.0064|13.7606| 0.0163|
2007le        |r'|54407.23427| 5| 0.0150| 0.0034|13.8291| 0.0154|
2007le        |r'|54408.12546| 5| 0.0150| 0.0038|13.8919| 0.0155|
2007le        |r'|54409.27038| 5| 0.0150| 0.0054|13.9762| 0.0159|
2007le        |r'|54411.12798| 4| 0.0155| 0.0034|14.1196| 0.0159|
2007le        |r'|54412.16193|12| 0.0150| 0.0071|14.1943| 0.0166|
2007le        |r'|54414.09643| 7| 0.0150| 0.0035|14.2773| 0.0154|
2007le        |r'|54415.12360| 4| 0.0150| 0.0036|14.3018| 0.0154|
2007le        |r'|54419.09618| 5| 0.0160| 0.0039|14.3545| 0.0165|
2007le        |r'|54427.10900| 7| 0.0150| 0.0039|14.4875| 0.0155|
2007le        |r'|54430.06318| 7| 0.0150| 0.0104|14.6628| 0.0183|
2007le        |r'|54433.13213| 7| 0.0140| 0.0045|14.8876| 0.0147|
2007le        |r'|54439.07358| 7| 0.0150| 0.0042|15.2409| 0.0156|
2007le        |r'|54454.12746| 6| 0.0165| 0.0171|15.7797| 0.0238|
2007le        |r'|54455.12884| 7| 0.0160| 0.0083|15.8286| 0.0180|
2007le        |r'|54456.09150| 7| 0.0160| 0.0045|15.8629| 0.0166|
2007le        |r'|54457.16685| 6| 0.0180| 0.0103|15.9096| 0.0207|
2007le        |r'|54462.16287| 6| 0.0180| 0.0111|16.0802| 0.0211|
2007le        |r'|54476.07181| 7| 0.0180| 0.0084|16.4955| 0.0199|
2007le        |r'|54483.09913| 7| 0.0210| 0.0187|16.7511| 0.0281|
2007le        |i'|54391.16233| 8| 0.0150| 0.0043|14.3942| 0.0156|
2007le        |i'|54392.13619| 9| 0.0140| 0.0019|14.2948| 0.0141|
2007le        |i'|54393.11204| 9| 0.0170| 0.0075|14.2137| 0.0186|
2007le        |i'|54401.30974| 9| 0.0150| 0.0082|14.2070| 0.0171|
2007le        |i'|54402.18832| 9| 0.0150| 0.0063|14.2316| 0.0163|
2007le        |i'|54404.16423| 9| 0.0160| 0.0060|14.2943| 0.0171|
2007le        |i'|54406.15459| 9| 0.0170| 0.0063|14.4051| 0.0181|
2007le        |i'|54407.23196| 8| 0.0170| 0.0100|14.4740| 0.0197|
2007le        |i'|54408.12314| 9| 0.0160| 0.0064|14.5485| 0.0172|
2007le        |i'|54409.26806| 9| 0.0180| 0.0098|14.6557| 0.0205|
2007le        |i'|54411.12566| 7| 0.0170| 0.0062|14.8004| 0.0181|
2007le        |i'|54412.15762|11| 0.0160| 0.0097|14.8797| 0.0187|
2007le        |i'|54414.09412| 8| 0.0170| 0.0063|14.8996| 0.0181|
2007le        |i'|54415.12130| 9| 0.0170| 0.0057|14.8884| 0.0179|
2007le        |i'|54419.09387| 9| 0.0170| 0.0041|14.7982| 0.0175|
2007le        |i'|54427.10669| 8| 0.0150| 0.0050|14.6169| 0.0158|
2007le        |i'|54430.06086| 9| 0.0150| 0.0037|14.7061| 0.0155|
2007le        |i'|54433.12982| 9| 0.0160| 0.0068|14.9191| 0.0174|
2007le        |i'|54439.07126| 9| 0.0170| 0.0049|15.3196| 0.0177|
2007le        |i'|54454.12516| 7| 0.0180| 0.0105|15.9963| 0.0208|
2007le        |i'|54455.12654| 9| 0.0180| 0.0082|16.0120| 0.0198|
2007le        |i'|54456.08919| 9| 0.0170| 0.0065|16.0864| 0.0182|
2007le        |i'|54457.16454| 9| 0.0180| 0.0093|16.1221| 0.0203|
2007le        |i'|54462.16125| 9| 0.0220| 0.0093|16.3358| 0.0239|
2007le        |i'|54476.07018| 9| 0.0240| 0.0119|16.8392| 0.0268|
2007le        |i'|54483.09679| 8| 0.0240| 0.0329|17.0344| 0.0407|
2007nq        |B |54401.34853| 1| 0.0480| 0.0394|17.5884| 0.0621|
2007nq        |B |54402.27623|12| 0.0400| 0.0422|17.7177| 0.0582|
2007nq        |B |54404.23862|12| 0.0335| 0.0373|17.8396| 0.0501|
2007nq        |B |54405.36712|11| 0.0410| 0.0535|17.9660| 0.0674|
2007nq        |B |54406.20744|12| 0.0345| 0.0263|18.0377| 0.0434|
2007nq        |B |54407.25580|11| 0.0340| 0.0324|18.1730| 0.0469|
2007nq        |B |54408.18866|12| 0.0355| 0.0326|18.2757| 0.0482|
2007nq        |B |54411.19712|10| 0.0440| 0.0769|18.7933| 0.0886|
2007nq        |B |54412.22165|24| 0.0475| 0.0673|18.8949| 0.0823|
2007nq        |B |54415.15991|12| 0.0635| 0.0460|19.3339| 0.0784|
2007nq        |B |54416.19048| 8| 0.0710| 0.1390|19.5337| 0.1561|
2007nq        |B |54419.14726|12| 0.0920| 0.1242|19.8413| 0.1545|
2007nq        |B |54433.19151| 3| 0.2550| 0.1138|20.5798| 0.2792|
2007nq        |B |54440.24988| 8| 0.1470| 0.1123|20.4816| 0.1850|
2007nq        |V |54401.34552| 4| 0.0315| 0.0142|17.5803| 0.0346|
2007nq        |V |54402.27138| 2| 0.0340| 0.0035|17.5772| 0.0342|
2007nq        |V |54404.23378| 3| 0.0290| 0.0201|17.6056| 0.0353|
2007nq        |V |54405.36243| 4| 0.0350| 0.0156|17.6696| 0.0383|
2007nq        |V |54406.20258| 4| 0.0300| 0.0162|17.6956| 0.0341|
2007nq        |V |54407.25079| 2| 0.0330| 0.0269|17.7707| 0.0426|
2007nq        |V |54408.18381| 3| 0.0310| 0.0254|17.8378| 0.0400|
2007nq        |V |54411.19224| 3| 0.0360| 0.0376|18.0794| 0.0520|
2007nq        |V |54412.21679| 6| 0.0360| 0.0321|18.1364| 0.0482|
2007nq        |V |54415.15505| 4| 0.0400| 0.0289|18.3640| 0.0493|
2007nq        |V |54416.18561| 4| 0.0410| 0.0487|18.5793| 0.0637|
2007nq        |V |54419.14240| 3| 0.0510| 0.0576|18.7261| 0.0769|
2007nq        |V |54427.18056| 3| 0.0980| 0.0338|18.9371| 0.1037|
2007nq        |V |54429.18263| 4| 0.1420| 0.0216|19.4460| 0.1436|
2007nq        |V |54433.18607| 3| 0.0910| 0.0770|19.5705| 0.1192|
2007nq        |V |54440.24500| 4| 0.1320| 0.1546|19.9586| 0.2033|
2007nq        |V |54461.22449| 4| 0.1870| 0.1534|19.9988| 0.2419|
2007nq        |r'|54401.34319| 3| 0.0310| 0.0145|17.4938| 0.0342|
2007nq        |r'|54402.26906| 6| 0.0310| 0.0155|17.5244| 0.0346|
2007nq        |r'|54404.23146| 6| 0.0285| 0.0146|17.5981| 0.0320|
2007nq        |r'|54405.36013| 6| 0.0285| 0.0193|17.6612| 0.0344|
2007nq        |r'|54406.20028| 6| 0.0290| 0.0172|17.7545| 0.0337|
2007nq        |r'|54407.24846| 6| 0.0295| 0.0139|17.8268| 0.0326|
2007nq        |r'|54408.18151| 6| 0.0305| 0.0195|17.8701| 0.0362|
2007nq        |r'|54411.18993| 5| 0.0310| 0.0206|18.0373| 0.0372|
2007nq        |r'|54412.20928| 6| 0.0330| 0.0073|18.0802| 0.0338|
2007nq        |r'|54415.15274| 6| 0.0340| 0.0256|18.1337| 0.0425|
2007nq        |r'|54416.18331| 6| 0.0325| 0.0204|18.2026| 0.0384|
2007nq        |r'|54419.14008| 6| 0.0375| 0.0248|18.3110| 0.0450|
2007nq        |r'|54427.17824| 2| 0.0755| 0.0021|18.8670| 0.0755|
2007nq        |r'|54433.18374| 5| 0.0660| 0.0568|19.3787| 0.0871|
2007nq        |r'|54440.24268| 5| 0.0790| 0.1100|19.6445| 0.1354|
2007nq        |r'|54457.18037| 4| 0.2585| 0.3069|20.3306| 0.4013|
2007nq        |r'|54461.22218| 2| 0.2665| 0.2298|20.8805| 0.3519|
2007nq        |i'|54401.34088| 4| 0.0420| 0.0273|17.9329| 0.0501|
2007nq        |i'|54402.26675| 4| 0.0435| 0.0212|17.9599| 0.0484|
2007nq        |i'|54404.22913| 4| 0.0415| 0.0139|18.1600| 0.0438|
2007nq        |i'|54405.35782| 4| 0.0435| 0.0063|18.3245| 0.0439|
2007nq        |i'|54406.19798| 4| 0.0420| 0.0085|18.2952| 0.0429|
2007nq        |i'|54407.24616| 4| 0.0465| 0.0092|18.4762| 0.0474|
2007nq        |i'|54408.17919| 4| 0.0450| 0.0343|18.4603| 0.0566|
2007nq        |i'|54411.18762| 4| 0.0510| 0.0219|18.4964| 0.0555|
2007nq        |i'|54412.21215| 8| 0.0495| 0.0748|18.5176| 0.0897|
2007nq        |i'|54415.15042| 4| 0.0435| 0.0078|18.3566| 0.0442|
2007nq        |i'|54416.18100| 4| 0.0545| 0.0299|18.3747| 0.0622|
2007nq        |i'|54419.13777| 4| 0.0450| 0.0112|18.4178| 0.0464|
2007nq        |i'|54427.19730| 4| 0.1325| 0.0915|19.1887| 0.1610|
2007nq        |i'|54429.17797| 4| 0.1215| 0.0486|18.8893| 0.1309|
2007nq        |i'|54433.18143| 4| 0.0835| 0.0266|19.2399| 0.0876|
2007nq        |i'|54440.24037| 4| 0.1390| 0.0673|19.8145| 0.1544|
2007nq        |i'|54457.17806| 2| 0.2460| 0.0544|20.3734| 0.2520|
2007nq        |i'|54461.21986| 4| 0.2650| 0.0956|20.3189| 0.2817|
2007ob        |B |54408.11662| 8| 0.0225| 0.0286|17.8765| 0.0364|
2007ob        |B |54411.11829| 9| 0.0250| 0.0306|18.0976| 0.0395|
2007ob        |B |54412.13877| 7| 0.0310| 0.1127|18.2473| 0.1169|
2007ob        |B |54415.20478|10| 0.0320| 0.0760|18.4863| 0.0824|
2007ob        |B |54419.13068|10| 0.0485| 0.0801|19.0725| 0.0936|
2007ob        |B |54429.08668|10| 0.2730| 0.0975|19.6206| 0.2899|
2007ob        |B |54433.10294|11| 0.2090| 0.2041|20.0834| 0.2922|
2007ob        |B |54440.23184| 7| 0.1760| 0.1245|20.5192| 0.2156|
2007ob        |B |54455.09353| 2| 0.2720| 0.2687|20.8773| 0.3823|
2007ob        |B |54462.12387| 6| 0.2410| 0.2051|20.7941| 0.3165|
2007ob        |V |54408.11177| 4| 0.0225| 0.0416|17.3170| 0.0473|
2007ob        |V |54411.11363| 6| 0.0230| 0.0216|17.4725| 0.0315|
2007ob        |V |54412.13320| 5| 0.0300| 0.0782|17.4392| 0.0838|
2007ob        |V |54415.20031| 6| 0.0250| 0.0805|17.6992| 0.0843|
2007ob        |V |54419.12583| 4| 0.0375| 0.2186|18.1859| 0.2218|
2007ob        |V |54427.09553| 5| 0.0500| 0.0765|18.5667| 0.0914|
2007ob        |V |54429.08218| 6| 0.1010| 0.0274|18.4575| 0.1046|
2007ob        |V |54433.09792| 5| 0.0650| 0.1157|18.8073| 0.1327|
2007ob        |V |54440.22828| 4| 0.0895| 0.0686|19.3534| 0.1128|
2007ob        |V |54455.08868| 5| 0.1530| 0.1931|19.8788| 0.2464|
2007ob        |V |54456.10602| 6| 0.2425| 0.2659|19.9679| 0.3599|
2007ob        |V |54457.15286| 6| 0.2080| 0.2278|19.6502| 0.3084|
2007ob        |V |54462.12084| 4| 0.1365| 0.2173|19.8628| 0.2567|
2007ob        |r'|54408.10944| 5| 0.0200| 0.0274|17.2037| 0.0339|
2007ob        |r'|54411.11132| 6| 0.0205| 0.0224|17.3850| 0.0303|
2007ob        |r'|54412.13158| 9| 0.0260| 0.0351|17.4327| 0.0437|
2007ob        |r'|54415.19799| 6| 0.0245| 0.0376|17.6482| 0.0449|
2007ob        |r'|54419.12352| 6| 0.0250| 0.0474|17.8134| 0.0536|
2007ob        |r'|54427.09321| 5| 0.0270| 0.0313|17.9312| 0.0413|
2007ob        |r'|54429.07986| 2| 0.0505| 0.0226|18.0639| 0.0553|
2007ob        |r'|54432.09326| 1| 0.0980| 0.0466|18.3200| 0.1085|
2007ob        |r'|54433.09560| 4| 0.0710| 0.0648|18.4058| 0.0961|
2007ob        |r'|54440.22596| 6| 0.0560| 0.1384|18.7375| 0.1493|
2007ob        |r'|54455.08637| 5| 0.0930| 0.0734|19.3761| 0.1184|
2007ob        |r'|54456.10371| 6| 0.1905| 0.1823|20.0025| 0.2637|
2007ob        |r'|54457.15054| 6| 0.2135| 0.1374|20.0508| 0.2539|
2007ob        |r'|54462.11852| 6| 0.1145| 0.2086|19.4351| 0.2380|
2007ob        |i'|54408.10713| 5| 0.0340| 0.0348|17.6990| 0.0486|
2007ob        |i'|54411.10900| 5| 0.0340| 0.0285|17.8818| 0.0443|
2007ob        |i'|54412.13014|10| 0.0485| 0.0239|18.0426| 0.0541|
2007ob        |i'|54415.19568| 4| 0.0520| 0.0742|18.3831| 0.0906|
2007ob        |i'|54419.12121| 5| 0.0560| 0.0369|18.4341| 0.0671|
2007ob        |i'|54427.09089| 5| 0.0460| 0.1254|18.1815| 0.1336|
2007ob        |i'|54429.07755| 5| 0.0620| 0.1328|18.2004| 0.1465|
2007ob        |i'|54433.09329| 5| 0.0990| 0.1178|18.5681| 0.1539|
2007ob        |i'|54440.22365| 5| 0.0650| 0.0389|18.7085| 0.0758|
2007ob        |i'|54455.08404| 5| 0.1030| 0.0733|19.2151| 0.1264|
2007ob        |i'|54456.10141| 5| 0.1620| 0.1490|19.4802| 0.2201|
2007ob        |i'|54457.14822| 3| 0.2750| 0.1605|19.8979| 0.3184|
2007ob        |i'|54462.11620| 5| 0.2110| 0.1386|19.7008| 0.2524|
2007rx        |B |54456.16932| 8| 0.0430| 0.0494|16.9083| 0.0655|
2007rx        |B |54461.24532| 7| 0.0360| 0.0575|17.7237| 0.0678|
2007rx        |B |54462.17721|12| 0.0260| 0.0256|17.7518| 0.0365|
2007rx        |B |54463.10315|12| 0.0230| 0.0293|17.8228| 0.0373|
2007rx        |B |54465.11668|12| 0.0255| 0.0361|18.0065| 0.0442|
2007rx        |B |54468.11514|12| 0.0355| 0.0404|18.2648| 0.0538|
2007rx        |B |54470.14502|12| 0.0325| 0.0265|18.4029| 0.0419|
2007rx        |B |54477.15209|12| 0.0550| 0.0666|18.8607| 0.0864|
2007rx        |B |54479.08510|12| 0.0635| 0.0801|18.9323| 0.1022|
2007rx        |B |54485.08561| 4| 0.0690| 0.0256|18.8877| 0.0736|
2007rx        |B |54486.13386| 2| 0.1800| 0.2001|19.0467| 0.2692|
2007rx        |V |54456.16447| 4| 0.0380| 0.0285|16.7534| 0.0475|
2007rx        |V |54457.11987| 6| 0.0175| 0.0124|16.8327| 0.0215|
2007rx        |V |54458.18863| 6| 0.0190| 0.0075|16.8833| 0.0204|
2007rx        |V |54461.24125| 6| 0.0250| 0.0144|17.0534| 0.0288|
2007rx        |V |54462.17235| 6| 0.0195| 0.0107|17.0906| 0.0222|
2007rx        |V |54463.09830| 5| 0.0180| 0.0104|17.0992| 0.0208|
2007rx        |V |54465.11181| 6| 0.0200| 0.0081|17.2243| 0.0216|
2007rx        |V |54468.11028| 6| 0.0240| 0.0135|17.4132| 0.0275|
2007rx        |V |54470.14016| 6| 0.0205| 0.0188|17.4652| 0.0278|
2007rx        |V |54477.14722| 6| 0.0250| 0.0206|17.8326| 0.0324|
2007rx        |V |54479.08026| 6| 0.0275| 0.0229|17.9343| 0.0358|
2007rx        |V |54485.08075| 6| 0.0370| 0.0445|18.1862| 0.0579|
2007rx        |V |54486.12901| 6| 0.0380| 0.0529|18.1133| 0.0651|
2007rx        |r'|54456.16216| 5| 0.0360| 0.0102|16.8264| 0.0374|
2007rx        |r'|54457.11757| 4| 0.0195| 0.0041|16.7986| 0.0199|
2007rx        |r'|54458.18633| 5| 0.0180| 0.0096|16.8772| 0.0204|
2007rx        |r'|54461.23894| 5| 0.0180| 0.0050|16.9083| 0.0187|
2007rx        |r'|54462.17002| 4| 0.0190| 0.0141|16.9807| 0.0236|
2007rx        |r'|54463.09598| 5| 0.0170| 0.0084|17.0121| 0.0190|
2007rx        |r'|54465.10950| 5| 0.0180| 0.0093|17.0329| 0.0203|
2007rx        |r'|54468.10796| 5| 0.0200| 0.0074|17.1399| 0.0213|
2007rx        |r'|54470.13785| 5| 0.0180| 0.0075|17.1928| 0.0195|
2007rx        |r'|54477.14491| 5| 0.0200| 0.0122|17.5064| 0.0234|
2007rx        |r'|54479.07795| 5| 0.0220| 0.0118|17.6221| 0.0249|
2007rx        |r'|54485.07843| 5| 0.0270| 0.0126|17.8310| 0.0298|
2007rx        |r'|54486.12669| 5| 0.0350| 0.0211|17.9486| 0.0409|
2007rx        |i'|54456.15984| 5| 0.0360| 0.0153|17.1507| 0.0391|
2007rx        |i'|54457.11524| 6| 0.0230| 0.0118|17.1380| 0.0259|
2007rx        |i'|54458.18402| 6| 0.0210| 0.0120|17.1775| 0.0242|
2007rx        |i'|54461.23662| 6| 0.0235| 0.0099|17.2297| 0.0255|
2007rx        |i'|54462.16773| 6| 0.0255| 0.0087|17.1937| 0.0269|
2007rx        |i'|54463.09367| 6| 0.0195| 0.0128|17.2036| 0.0233|
2007rx        |i'|54465.10719| 6| 0.0220| 0.0160|17.1943| 0.0272|
2007rx        |i'|54468.10564| 6| 0.0220| 0.0084|17.2225| 0.0235|
2007rx        |i'|54470.13553| 6| 0.0225| 0.0146|17.2543| 0.0268|
2007rx        |i'|54477.14258| 6| 0.0200| 0.0110|17.4126| 0.0228|
2007rx        |i'|54479.07562| 6| 0.0255| 0.0144|17.4992| 0.0293|
2007rx        |i'|54485.07612| 3| 0.0320| 0.0036|17.6993| 0.0322|
2007rx        |i'|54486.12439| 2| 0.0330| 0.0049|17.8038| 0.0334|
2007ss        |B |54456.50491|13| 0.0170| 0.0183|16.4571| 0.0250|
2007ss        |B |54461.53207|12| 0.0305| 0.0220|16.9596| 0.0376|
2007ss        |B |54464.55635| 1| 0.0310| 0.0257|17.0947| 0.0403|
2007ss        |B |54474.49510|16| 0.0380| 0.0430|18.3817| 0.0574|
2007ss        |B |54476.54456|16| 0.0535| 0.0638|18.5867| 0.0832|
2007ss        |B |54477.55247|16| 0.0580| 0.0657|18.7537| 0.0877|
2007ss        |B |54483.52433|15| 0.0590| 0.1019|19.2797| 0.1178|
2007ss        |B |54485.54146|16| 0.0840| 0.0713|19.2579| 0.1102|
2007ss        |B |54495.52256|16| 0.1225| 0.2090|19.7473| 0.2423|
2007ss        |B |54496.51844| 8| 0.1270| 0.1952|19.6154| 0.2329|
2007ss        |B |54497.50462|14| 0.1345| 0.1188|19.5552| 0.1794|
2007ss        |B |54498.50984|16| 0.0975| 0.1324|19.5951| 0.1644|
2007ss        |B |54499.45635| 2| 0.2090| 0.0396|19.8255| 0.2127|
2007ss        |B |54502.51912|16| 0.1295| 0.1969|19.7644| 0.2356|
2007ss        |B |54503.46297|16| 0.1005| 0.1679|19.7451| 0.1957|
2007ss        |B |54504.49994|16| 0.1255| 0.2106|19.8265| 0.2452|
2007ss        |B |54505.53456|16| 0.1265| 0.1238|19.7703| 0.1770|
2007ss        |B |54508.46547|16| 0.1380| 0.1884|19.9714| 0.2335|
2007ss        |B |54515.54082| 8| 0.1965| 0.4099|19.8442| 0.4546|
2007ss        |V |54456.49991| 3| 0.0170| 0.0025|16.0547| 0.0172|
2007ss        |V |54461.52722| 4| 0.0190| 0.0068|16.2280| 0.0202|
2007ss        |V |54464.55335| 4| 0.0175| 0.0051|16.4679| 0.0182|
2007ss        |V |54474.49025| 3| 0.0190| 0.0139|17.0265| 0.0235|
2007ss        |V |54476.53970| 3| 0.0200| 0.0059|17.1793| 0.0208|
2007ss        |V |54477.54760| 4| 0.0220| 0.0087|17.2511| 0.0237|
2007ss        |V |54483.51959| 3| 0.0250| 0.0200|17.7023| 0.0320|
2007ss        |V |54485.53659| 4| 0.0320| 0.0205|17.8774| 0.0380|
2007ss        |V |54491.52076| 3| 0.0490| 0.0302|18.0822| 0.0576|
2007ss        |V |54494.53468| 2| 0.0575| 0.0141|18.3400| 0.0592|
2007ss        |V |54495.51768| 2| 0.0440| 0.0198|18.1887| 0.0482|
2007ss        |V |54496.51497| 3| 0.0650| 0.0955|18.5093| 0.1155|
2007ss        |V |54497.49949| 4| 0.0605| 0.0211|18.3495| 0.0641|
2007ss        |V |54498.50499| 3| 0.0450| 0.0345|18.3460| 0.0567|
2007ss        |V |54499.44965| 4| 0.1240| 0.0762|18.5893| 0.1456|
2007ss        |V |54502.51428| 4| 0.0465| 0.0486|18.4581| 0.0673|
2007ss        |V |54503.45811| 3| 0.0400| 0.0289|18.4018| 0.0493|
2007ss        |V |54504.49508| 3| 0.0470| 0.0296|18.4654| 0.0556|
2007ss        |V |54505.52970| 3| 0.0770| 0.0361|18.6243| 0.0850|
2007ss        |V |54508.46059| 4| 0.0515| 0.0413|18.5694| 0.0660|
2007ss        |V |54515.53689| 4| 0.0915| 0.0529|18.8268| 0.1057|
